f_gender,f_age,f_height,f_shoe_size*,f_number_of_pets*,f_platinum_albums*,f_weekly_workouts*,f_number_of_siblings*,f_pokemon_collected*,f_facebook_friends_count,f_facebook_photos_count,m_gender,m_age,m_height,m_shoe_size*,m_number_of_pets*,m_platinum_albums*,m_weekly_workouts*,m_number_of_siblings*,m_pokemon_collected*,m_facebook_friends_count,m_facebook_photos_count,members_became_friends
female,22,63,6,7.5,7.5,7.5,8,7.5,1259,213,male,22,64,5.5,7.5,7.5,8,7.5,7,1731,230,FALSE
female,26,67,6.5,7.5,7.5,7.5,8,7.5,413,13,male,26,70,6,8,7.5,8,7.5,7.5,766,230,FALSE
female,27,65,5,7.5,7,7.5,7,7.5,1235,229,male,28,70,6,8,7.5,8,7.5,7.5,958,522,FALSE
female,24,65,5,7.5,7.5,8,7.5,7.5,1300,555,male,24,69,5.5,8,7.5,8,7,7.5,959,367,TRUE
female,24,65,5.5,7.5,7.5,7.5,7,7.5,1879,230,male,25,68,6,8,7.5,8,7.5,7.5,1772,225,FALSE
female,28,67,6,7.5,7.5,7.5,7.5,7.5,473,332,male,25,67,6,7.5,7.5,7.5,7,7.5,279,456,FALSE
female,28,65,5,7.5,7.5,8,6,6.5,147,109,male,31,70,6,8,7.5,8.5,7.5,7.5,335,214,TRUE
female,22,63,5.5,8,7.5,8,7,7.5,1029,230,male,26,74,6,8,7,8,7,7,2225,228,TRUE
female,24,69,7.5,7.5,7.5,7.5,7.5,7.5,1197,230,male,22,73,5.5,8.5,7.5,8,7.5,7.5,716,467,FALSE
female,24,63,5.5,7,6.5,7,6.5,7,610,230,male,28,68,6,8,7,8,7,6.5,1083,230,FALSE
female,25,67,6,8,7.5,8,7.5,7.5,1303,230,male,27,72,6,8.5,7.5,8.5,7.5,7.5,991,224,TRUE
female,24,69,6,8,8,7.5,7.5,7,1023,477,male,23,73,6.5,8,7.5,8,7.5,7.5,761,449,TRUE
female,24,67,5,8.5,7.5,8,7,7.5,537,230,male,23,68,6,8,7,8,7.5,7,237,229,TRUE
female,24,68,6,7.5,7.5,7.5,7.5,7,525,423,male,28,72,4.5,8,7.5,8,8.5,7.5,641,133,FALSE
female,27,65,6.5,7.5,7.5,7.5,7.5,7.5,1758,230,male,25,73,6,7.5,6.5,6.5,7,7.5,528,208,FALSE
female,25,65,6,7.5,7.5,7.5,7.5,7.5,715,415,male,24,74,6,7.5,7.5,8,7.5,7.5,428,214,TRUE
female,30,64,5,7.5,7.5,7.5,8,7.5,301,114,male,30,71,5.5,7.5,7.5,7.5,7.5,7.5,100,230,TRUE
female,24,62,6.5,8,7.5,8,7.5,7.5,759,224,male,25,71,6,8,7.5,8,8,7.5,2006,532,TRUE
female,23,66,6,7.5,7.5,7.5,7.5,7.5,960,493,male,24,73,6,7.5,7.5,7.5,8,7.5,441,230,FALSE
female,23,67,8.5,7.5,7.5,8,8,7,1520,469,male,29,75,7,7.5,7.5,8,8,7.5,334,71,FALSE
female,28,71,5.5,7.5,7.5,7.5,7,7.5,936,440,male,26,68,6,8,7,8,8,7.5,702,220,TRUE
female,24,62,6.5,8,7.5,7.5,7,7,1783,229,male,26,74,6,7.5,6.5,7,7.5,7.5,2137,205,TRUE
female,27,65,5,7.5,7.5,7.5,7,7.5,756,528,male,33,70,6,8,8,7.5,8,8,1128,348,TRUE
female,27,68,8,7.5,7.5,7.5,7.5,7.5,772,214,male,30,79,7.5,7.5,7.5,8,7.5,7.5,502,209,TRUE
female,29,63,6,8,7.5,8,7.5,7.5,1641,402,male,31,73,5.5,7.5,7.5,7.5,7.5,7.5,384,129,FALSE
female,26,63,4.5,8,7.5,8,7,7.5,775,537,male,24,74,5.5,8,7.5,8,7.5,7.5,389,319,TRUE
female,22,66,5.5,8.5,7,8.5,7.5,7.5,832,109,male,24,67,4,7.5,7,7.5,6.5,7,611,49,FALSE
female,26,67,5.5,8,7.5,7.5,7.5,7.5,617,510,male,28,72,6,8,7.5,8,8,7.5,1263,547,FALSE
female,22,65,5.5,7.5,7,7.5,7,7,614,472,male,25,71,5,8,7,7.5,7.5,7.5,1276,448,FALSE
female,30,67,4.5,7.5,7,7.5,8,7.5,855,230,male,31,70,5,7.5,6.5,7.5,7,7.5,384,230,TRUE
female,26,62,5.5,8,7.5,8,7.5,7.5,592,432,male,32,67,5,8,7,7.5,7.5,7.5,253,33,TRUE
female,30,63,5.5,7.5,7,7.5,7,7,425,366,male,26,70,6,7.5,7.5,7.5,8.5,7.5,448,120,FALSE
female,24,65,5.5,7.5,7.5,8,7.5,7,878,400,male,29,72,7,8,7.5,8,7.5,7.5,538,210,TRUE
female,26,65,6,8,7.5,8,7,7,1181,594,male,25,74,4,8,7,7.5,8,8,653,133,TRUE
female,23,68,5.5,7.5,7.5,7.5,8,7,1427,230,male,23,68,6.5,7.5,7.5,8,7.5,7.5,1313,228,TRUE
female,24,64,6.5,8,7.5,7.5,8,7.5,1401,548,male,23,69,5.5,8.5,7,8,7,7.5,1038,161,TRUE
female,27,70,6,8.5,7.5,8,7,7.5,279,230,male,27,75,8,8.5,7.5,8.5,8,8,759,670,FALSE
female,26,67,5.5,7.5,7.5,7.5,8,7.5,1156,496,male,28,71,5,8,8,8,8,7.5,964,291,FALSE
female,27,68,4.5,8,7,8,7.5,7.5,756,433,male,27,71,5.5,7.5,7,7.5,6.5,7,334,55,FALSE
female,28,63,5,7.5,7.5,7.5,8,8,547,229,male,31,72,6.5,8,7,8,7,7.5,687,111,TRUE
female,26,65,6,8,7,8,8,7,1044,227,male,27,73,6,7.5,6.5,7,7.5,7,535,217,TRUE
female,28,64,6,7.5,7.5,7.5,7.5,7,874,230,male,31,73,6,7.5,8,8,7,7.5,367,59,FALSE
female,24,68,7,7.5,8,8,7.5,7.5,1499,675,male,26,72,7.5,7.5,7.5,8,7.5,7.5,887,431,TRUE
female,23,65,6,7,7,7.5,7,7,1672,430,male,28,70,5,7.5,7,7.5,7,7,475,52,FALSE
female,24,65,7,7.5,7.5,7.5,7,7,1185,439,male,24,72,6,7.5,7.5,8,7.5,8,527,25,TRUE
female,27,66,6,8,8,8,8.5,7.5,1169,585,male,29,65,7,8,8,8,8,8,1205,455,TRUE
female,22,65,5.5,7.5,7.5,7.5,7.5,7.5,846,230,male,24,72,6,7.5,7.5,7.5,8,7.5,718,230,FALSE
female,23,63,6,8,7,8,7.5,7,836,563,male,24,70,5,8,7,7.5,7.5,7.5,838,404,TRUE
female,23,70,6,8,7.5,7.5,7.5,8,1224,464,male,23,71,7,7.5,7.5,7.5,7.5,7,957,76,FALSE
female,24,68,6.5,8,7.5,7.5,7.5,7.5,1301,480,male,23,72,6.5,8,7.5,8,7.5,7.5,957,423,TRUE
female,23,63,6,7.5,7.5,7.5,7.5,7.5,1293,565,male,26,72,6.5,7.5,7.5,7.5,7,7.5,1064,229,FALSE
female,24,67,5.5,8,7.5,7.5,8,7.5,1061,545,male,23,76,4.5,7.5,7.5,7.5,8,7.5,955,235,TRUE
female,24,67,5,7.5,7.5,8,8.5,7.5,1437,229,male,23,69,4.5,8,7.5,7.5,8.5,7.5,608,275,FALSE
female,21,65,6.5,7.5,7.5,7.5,7,7,436,230,male,23,75,5.5,7.5,7,8.5,7.5,7.5,499,210,FALSE
female,23,61,5.5,7.5,7.5,7.5,8.5,7.5,1475,505,male,23,70,5.5,8,7,8,7.5,7.5,1364,422,TRUE
female,22,65,5.5,8,7.5,7.5,8,7.5,1073,230,male,23,67,6,8,7.5,7.5,7.5,7.5,1079,230,FALSE
female,28,66,4.5,8,8,8,7.5,7.5,494,429,male,33,70,5.5,7.5,7.5,7.5,8,7.5,765,65,TRUE
female,26,64,6,7.5,8,8,8,7.5,1077,445,male,29,70,5.5,8,7.5,8,8,8,965,405,TRUE
female,29,63,6,7.5,7.5,8,8,7.5,617,137,male,30,72,5.5,8,7.5,8.5,8.5,8,1625,147,TRUE
female,25,63,4.5,8.5,7,8.5,7.5,7.5,527,401,male,24,72,5.5,7.5,7,8,7,7,879,227,TRUE
female,22,64,6,8,7.5,8,7.5,7.5,1149,230,male,24,75,5,7.5,8.5,7.5,7.5,7.5,739,265,FALSE
female,22,66,5.5,8,7.5,8,8,7.5,1012,230,male,23,74,10,7.5,7.5,7.5,8,7.5,1186,407,FALSE
female,24,65,4.5,7.5,8,7.5,7.5,7.5,897,467,male,25,73,5.5,7.5,7.5,7.5,7,7.5,418,447,TRUE
female,22,62,6,7.5,7.5,7.5,8,7.5,1606,230,male,22,70,8,7.5,7.5,8,8.5,7.5,1660,385,TRUE
female,23,63,5.5,8,7,8,7.5,7.5,1356,230,male,25,69,5.5,8,7.5,8.5,7.5,7.5,847,264,TRUE
female,23,69,5.5,8.5,7,8,8,7,892,406,male,23,71,5.5,8,7.5,8,7.5,7.5,997,228,TRUE
female,24,65,6.5,7.5,8,7.5,7.5,7.5,1263,551,male,24,75,6.5,8,8,7.5,8,8,944,279,TRUE
female,23,64,6.5,8,8,8,7.5,7.5,727,229,male,24,73,6,7.5,8,8,8.5,7.5,527,230,TRUE
female,28,63,6,7.5,7.5,8,7.5,7.5,545,489,male,28,70,6.5,8.5,7,8,8,7.5,548,220,FALSE
female,23,65,6,8,8,8,7.5,7.5,750,417,male,23,70,4.5,7.5,7,8.5,7.5,7.5,594,230,FALSE
female,26,61,5,7.5,7,8,7,7.5,611,56,male,27,73,6,8,7.5,8,7.5,7.5,1031,432,TRUE
female,28,67,6,8,7.5,8,7.5,7.5,422,143,male,29,77,7,7.5,7.5,7.5,7.5,7.5,1022,284,FALSE
female,23,68,6,7.5,7.5,7.5,7.5,7.5,237,368,male,25,70,5.5,7.5,7.5,8,8.5,7.5,663,208,FALSE
female,21,68,6.5,8,7,7,6.5,7,1071,230,male,24,74,6.5,7.5,7,6,7,7,553,201,FALSE
female,23,67,5.5,7.5,7.5,7.5,7.5,7.5,1213,407,male,23,70,6.5,7.5,7.5,8,7.5,7.5,1199,230,TRUE
female,23,65,6.5,7.5,8,7.5,7.5,7,1223,490,male,25,74,5,8,7.5,8,8,7.5,1594,500,TRUE
female,24,64,6,7.5,7.5,7.5,8,7.5,515,230,male,24,69,5,7.5,7.5,7.5,8,7.5,805,401,FALSE
female,23,62,5.5,7.5,7.5,7.5,8,7.5,1138,228,male,24,76,4,8.5,7.5,7.5,8,7.5,1111,391,FALSE
female,29,65,6.5,7.5,7.5,7.5,7.5,7.5,501,156,male,30,70,7,8,7.5,8,7.5,7.5,1278,433,TRUE
female,27,63,6.5,7.5,8,8,7.5,7.5,1379,322,male,28,70,5.5,8,7.5,8,7.5,7.5,633,388,TRUE
female,26,66,6,8,7.5,7.5,7.5,7.5,827,230,male,25,77,6,7.5,7.5,7.5,7.5,7.5,1222,110,TRUE
female,22,68,7,8,7.5,7.5,8,7.5,879,214,male,24,73,5.5,7.5,7.5,7.5,8.5,8,786,206,FALSE
female,24,65,7,8,7.5,7.5,7.5,7.5,751,818,male,24,74,6,8.5,7.5,8.5,7.5,7.5,679,436,TRUE
female,24,65,5.5,7.5,7.5,7.5,8,7.5,1395,608,male,28,66,5,7.5,7.5,7.5,7.5,7.5,799,409,FALSE
female,26,68,6.5,7.5,7.5,8,7,7,783,469,male,26,70,6,8,7.5,8,7.5,7.5,583,314,TRUE
female,26,65,6,7.5,7,8,7,6,1045,681,male,27,71,6.5,7,7,7,7,6.5,534,228,TRUE
female,29,66,7,7.5,7,7.5,7,7.5,729,228,male,29,71,5,7,7,7,8,7.5,422,175,TRUE
female,25,64,5,7.5,7.5,7.5,7.5,7.5,986,484,male,25,69,5,8,7,8,7,7,819,229,TRUE
female,28,63,6.5,8,8,8,7.5,7.5,1730,407,male,29,70,6,8.5,7.5,8.5,8,7.5,823,301,TRUE
female,23,68,7.5,7.5,7,8,7.5,7.5,1431,230,male,30,70,6,7.5,7.5,8,7.5,7.5,576,222,FALSE
female,26,59,6.5,8,7,8,7,7,832,457,male,29,72,6,7.5,7.5,7.5,7.5,7.5,791,59,FALSE
female,22,66,6,7.5,7.5,7.5,8,7.5,1032,230,male,24,70,6,7.5,7.5,7.5,8,7.5,1218,228,TRUE
female,23,64,4,8,7,8,7,7.5,927,411,male,23,67,5.5,7.5,7.5,7.5,7.5,7.5,1430,411,FALSE
female,23,66,6,8,7,8,7.5,7.5,1176,579,male,25,72,6,8,7.5,7.5,8,7.5,600,473,TRUE
female,25,70,5.5,8,7.5,8,8,8,1596,561,male,26,76,6.5,8,7.5,7.5,8.5,7.5,1106,281,TRUE
female,23,65,7,7.5,7.5,8,8,7.5,476,230,male,23,73,6,8,7,8,7.5,7.5,719,482,FALSE
female,23,67,5.5,7.5,7.5,7.5,7.5,7.5,2291,401,male,27,70,6.5,7.5,7.5,7.5,7.5,7.5,1414,214,FALSE
female,23,65,7,8,7.5,8,7,7,753,725,male,24,68,6.5,8,8,7.5,8.5,7.5,833,206,TRUE
female,22,69,5,8.5,7,8.5,8.5,7,1090,432,male,24,68,5.5,8,7.5,8,8.5,8,1625,483,TRUE
female,24,65,6,7.5,7.5,7.5,7,7.5,1387,230,male,26,71,7,7,7.5,7.5,7,7.5,951,230,TRUE
female,25,68,7,8.5,8,8.5,7.5,7.5,1380,545,male,28,67,7,8,7,8,7.5,7.5,708,221,FALSE
female,24,70,6,7.5,7.5,7.5,7.5,7.5,833,25,male,24,72,6,7.5,7.5,7.5,7.5,7.5,917,227,TRUE
female,29,66,5,7.5,7,7.5,8,7.5,1121,277,male,35,67,5,8,7.5,8,8,8,1077,180,FALSE
female,26,68,6,7.5,7,8,7.5,7,1322,230,male,28,70,5.5,8,7.5,7.5,7.5,7.5,673,230,TRUE
female,26,68,5.5,7.5,7.5,7.5,7.5,7.5,552,421,male,26,70,6.5,8,7.5,7.5,8.5,7.5,905,507,TRUE
female,26,69,6,7.5,6.5,8,7,7.5,1904,230,male,28,76,6,8,7.5,8,8,7.5,1143,401,TRUE
female,24,62,6,8,7,7.5,7.5,7.5,1406,483,male,26,69,5.5,8,7,8,7,7.5,1115,535,TRUE
female,28,70,7,8,7,7.5,7.5,7.5,605,400,male,29,72,6,7.5,7.5,7.5,8,8,1097,198,FALSE
female,27,65,5.5,8,7,8,7.5,7,916,516,male,28,67,5.5,8,7,7.5,7.5,7.5,865,411,FALSE
female,26,67,5,8,7,8,8,7.5,763,227,male,24,70,5.5,8,7,8,8.5,7.5,1384,228,FALSE
female,26,63,6,8,6.5,8,7,7,1083,230,male,27,69,4.5,8.5,7.5,8,7.5,7.5,1247,458,FALSE
female,26,67,8,8,8,8,7.5,7.5,2012,490,male,29,70,6,7.5,7,7.5,8,7.5,571,166,TRUE
female,26,66,6,8,7.5,8,8,7.5,674,432,male,27,69,6.5,8,7.5,8,7,7.5,1516,490,TRUE
female,24,69,7,7.5,8,7.5,7.5,7.5,1514,230,male,25,71,7.5,7.5,8,7.5,8.5,7.5,1375,216,TRUE
female,24,67,6.5,8,7.5,8,7.5,7.5,789,230,male,26,75,5.5,8,7,8,7,7,543,378,FALSE
female,23,67,5.5,8,7.5,8,7.5,7.5,2261,577,male,23,71,6,8,7.5,8,8,7.5,1109,230,FALSE
female,25,65,4.5,7.5,7,7.5,7.5,7.5,720,431,male,26,68,6,7.5,7.5,7.5,7.5,7.5,1069,102,FALSE
female,26,66,6,8,7.5,8,8,7.5,674,432,male,31,72,6.5,8,7,8,7,7.5,687,111,TRUE
female,23,64,7,7.5,8,8,8,7.5,1254,860,male,24,74,8,7.5,7.5,7.5,7.5,7.5,1882,351,TRUE
female,23,67,6,7.5,7.5,7.5,8,7.5,415,230,male,23,73,6,8,7.5,8,8.5,7.5,615,230,FALSE
female,24,65,5.5,8,7.5,8,7.5,7,867,400,male,22,68,4.5,8.5,7.5,8.5,7.5,7.5,589,227,TRUE
female,26,61,7,7.5,7.5,8,7.5,7.5,541,230,male,28,70,5.5,8,7.5,8.5,7.5,7.5,2397,202,FALSE
female,23,69,5,8,7.5,8,8,7.5,872,486,male,23,66,6.5,8,7,8.5,8,7.5,757,450,FALSE
female,24,69,4.5,8,7.5,7.5,8,6.5,1357,454,male,27,74,7,8,8,7.5,8.5,7.5,1384,482,TRUE
female,24,67,7,8.5,7.5,8,7.5,7.5,1280,458,male,25,74,7,8,7.5,8,8.5,7.5,878,442,TRUE
female,24,66,4.5,8,7,8,7,7,1232,488,male,23,69,6,7.5,7.5,7.5,7.5,7.5,1286,218,FALSE
female,27,62,6,7.5,7.5,7.5,8,7.5,983,448,male,34,70,5,8,7.5,8,7,7.5,891,257,TRUE
female,25,67,5.5,8,7,7.5,7,7.5,982,417,male,25,70,5,8,7,7.5,7.5,7.5,849,484,TRUE
female,27,64,7.5,8,7.5,8,8,7.5,598,335,male,30,68,5.5,7.5,8,8,8,7.5,1249,227,TRUE
female,24,65,4,8,7.5,8,8,7.5,605,401,male,28,68,5,7.5,7.5,8,7.5,7,394,83,FALSE
female,25,68,6.5,7.5,8,8,7,7,1538,521,male,27,69,4.5,8.5,7.5,8,7.5,7.5,1247,458,TRUE
female,23,64,5.5,8,7.5,8,8,7.5,693,437,male,23,69,4.5,8,7.5,7.5,8.5,7.5,608,275,TRUE
female,22,69,8,7.5,7.5,7.5,8,7,2077,466,male,24,72,6.5,8,7.5,7.5,8,7.5,852,662,FALSE
female,23,65,5,8,7.5,8,8,7.5,746,485,male,24,77,6,7.5,8,8,7.5,7.5,556,437,FALSE
female,22,63,6,8,7.5,8,7.5,7.5,1275,230,male,26,70,5,8,7.5,8,7.5,7.5,633,229,FALSE
female,24,68,6,7.5,8,7.5,7.5,7.5,1512,515,male,30,68,6.5,8,7.5,8,8.5,8,1443,206,TRUE
female,26,69,6,7.5,7.5,7.5,8.5,7.5,1611,230,male,28,69,6.5,7.5,7.5,7.5,8,7.5,703,84,FALSE
female,23,64,7,8,7.5,8,8.5,8,867,366,male,25,68,5.5,8.5,8,8,8,7.5,980,355,TRUE
female,27,62,6.5,6.5,6,6.5,7,7,1203,230,male,26,74,5.5,8,6.5,7.5,7,7,1490,230,FALSE
female,23,66,8,7.5,7.5,8,7,7.5,989,564,male,24,74,7,7.5,7.5,7.5,7.5,7.5,899,178,TRUE
female,28,62,5.5,7.5,7.5,7.5,7.5,7.5,444,229,male,33,72,5.5,7.5,7.5,7.5,8,7.5,2681,227,TRUE
female,23,69,5.5,7.5,7.5,7.5,8,7.5,473,230,male,22,73,6,7.5,7.5,7.5,7,7.5,364,177,TRUE
female,24,62,6.5,7.5,7.5,7.5,7.5,7.5,1083,495,male,26,70,6,7.5,7.5,7.5,8.5,7.5,1226,274,TRUE
female,25,65,5.5,7.5,7.5,7.5,7.5,7.5,1188,230,male,26,70,6,7.5,8,7.5,7,7,1409,229,TRUE
female,24,61,6.5,7.5,8,7.5,7.5,7.5,1504,230,male,24,69,5,8.5,7.5,8.5,7.5,7.5,802,212,TRUE
female,23,65,6,7,7.5,7.5,7,7,820,230,male,26,72,5.5,7.5,7.5,7.5,7.5,7.5,1223,227,FALSE
female,26,65,5.5,8.5,7.5,7.5,8,7.5,781,466,male,28,73,6,7.5,7.5,7.5,7.5,7.5,687,385,FALSE
female,26,67,6,7.5,7,8,7.5,7.5,716,512,male,26,74,7,8,7,8,7.5,7.5,1117,189,FALSE
female,25,65,6,7.5,7.5,7.5,8,7.5,961,448,male,23,71,6,8,7,8,7.5,7.5,197,401,FALSE
female,22,67,6.5,7.5,7,7.5,7,7,1311,229,male,24,70,6.5,7.5,7,7.5,7,7,160,119,TRUE
female,21,69,8,7.5,7.5,7.5,7.5,7,1708,230,male,24,72,8,7.5,7.5,7.5,7.5,7,1778,211,TRUE
female,22,62,3.5,8,7.5,8,7.5,7.5,771,497,male,23,73,6,7.5,7.5,8,7.5,7.5,854,483,FALSE
female,27,63,6,8,7.5,8,7.5,7.5,404,230,male,34,68,5,7.5,8,7.5,8,8,591,252,FALSE
female,24,67,5.5,8,7.5,8,7.5,7.5,953,230,male,23,70,5,8,7,8,7.5,7.5,642,230,FALSE
female,29,65,5,7.5,7.5,7.5,7.5,7.5,341,130,male,27,70,6.5,8,7.5,8,7,7,658,230,TRUE
female,26,67,4.5,7.5,7.5,7.5,7.5,7.5,1347,421,male,24,75,6,7.5,7.5,7.5,7.5,7.5,1324,476,TRUE
female,23,63,6,7.5,7.5,8,7,7,874,475,male,25,69,6,8,8,8.5,7,7,1597,463,TRUE
female,23,66,5.5,8,7.5,7.5,7,7.5,878,463,male,24,70,6,7.5,8,7.5,7.5,7.5,879,353,TRUE
female,25,62,5.5,8.5,7.5,8,7.5,8.5,1088,230,male,32,73,5.5,8,7,7.5,7,7,393,45,FALSE
female,26,67,7.5,8.5,7.5,8,8,7.5,1623,445,male,37,70,8,8,7.5,8,8,7.5,823,155,TRUE
female,23,66,4.5,7.5,8,8,7,7,893,532,male,24,69,5.5,7.5,7.5,8,7.5,7.5,1205,323,TRUE
female,25,65,6,8,7.5,8,8,7.5,1044,230,male,25,69,5.5,8.5,7.5,8.5,7.5,7.5,822,230,FALSE
female,22,66,5.5,7.5,7.5,7.5,7,7,1054,487,male,23,69,6,7.5,7.5,7.5,7.5,7,840,284,TRUE
female,23,64,7,7.5,7,8,6.5,6.5,1304,410,male,24,76,6.5,8,7.5,8,7,7,1277,445,FALSE
female,28,65,4.5,8.5,7.5,8.5,7.5,7.5,1032,425,male,29,69,5,7.5,7.5,7.5,7,7.5,1595,230,FALSE
female,25,67,5.5,7.5,7.5,7.5,7.5,7.5,884,500,male,26,68,5.5,8,7.5,8,7.5,7.5,327,126,TRUE
female,24,64,5.5,8,7.5,8,7.5,7.5,897,489,male,24,72,5.5,8.5,7.5,8.5,7.5,7.5,689,378,TRUE
female,26,67,5.5,7.5,7.5,7.5,7,7,1318,400,male,27,72,6,8,7.5,7.5,7.5,7.5,926,293,TRUE
female,25,65,6,7.5,7.5,8,7.5,7.5,941,404,male,26,70,6,7.5,7.5,7.5,7.5,7,393,74,TRUE
female,23,69,6,8,7.5,8,7.5,7.5,714,230,male,24,77,6.5,7.5,7.5,8,7.5,7.5,933,208,TRUE
female,24,65,5.5,8,6.5,7.5,8.5,7.5,1006,230,male,31,69,5,8,6.5,8,7.5,7.5,1151,223,FALSE
female,23,67,6,8,8,7.5,7.5,7,1254,509,male,24,76,5.5,7.5,8,7.5,7.5,7.5,837,441,FALSE
female,26,65,6.5,7.5,7.5,7.5,7.5,7.5,482,230,male,29,71,5.5,7.5,7.5,7.5,8.5,7.5,516,126,TRUE
female,25,66,5.5,7.5,7.5,7.5,7.5,7.5,835,462,male,24,71,6,8.5,7.5,8,8,7.5,1176,499,TRUE
female,23,63,6,7.5,7.5,8,7.5,7.5,1472,508,male,23,69,6,7.5,7.5,8,8,7.5,1928,533,FALSE
female,24,68,6,7.5,7,7.5,7.5,7,893,450,male,23,76,5.5,7.5,7.5,7.5,7.5,7.5,518,151,FALSE
female,27,69,5.5,8,7.5,8,8,7.5,562,229,male,25,71,4.5,8.5,7.5,8,7.5,7.5,1248,230,FALSE
female,23,67,5.5,8,7.5,8,7.5,7,371,230,male,29,70,5,8,7,8,6.5,7,443,230,FALSE
female,25,67,5,7.5,7.5,7.5,7.5,7.5,355,229,male,27,73,5.5,7.5,7.5,7.5,8,7.5,871,230,FALSE
female,26,62,5.5,8,7,8,7.5,7.5,466,178,male,34,73,4.5,7.5,7.5,7.5,7.5,7.5,603,102,TRUE
female,26,64,6,7.5,7.5,7.5,7.5,7.5,848,421,male,24,72,5.5,8,7.5,8,8,7.5,1094,415,TRUE
female,23,67,6,8,7,7.5,7.5,7,1012,479,male,26,74,6.5,7.5,8,7.5,7.5,7.5,476,348,FALSE
female,28,70,5,7.5,8,7.5,7.5,7.5,695,472,male,30,72,5.5,8,7,8,7.5,7.5,444,303,TRUE
female,24,64,6.5,8,7.5,8,7,7.5,1069,400,male,29,71,5.5,8.5,7.5,7.5,7.5,7.5,1566,400,TRUE
female,28,64,5.5,7.5,7.5,8,8,7.5,515,400,male,28,74,6,7.5,7.5,8,7.5,7.5,359,123,FALSE
female,23,65,5,8,7,8,8,7.5,556,204,male,23,72,5.5,8,7,8,7.5,7.5,671,207,FALSE
female,26,63,6,7.5,7.5,7.5,8,7.5,1679,227,male,30,72,5.5,8,7.5,8,7.5,7.5,3319,230,TRUE
female,24,66,6,8,7.5,8,7.5,7.5,1653,230,male,27,72,6,8,8,7.5,8,7.5,2005,435,TRUE
female,28,68,5.5,7.5,7.5,7.5,7.5,7.5,328,283,male,28,77,6,8,7.5,8,8,7.5,868,448,TRUE
female,23,68,5,7.5,7.5,7.5,7.5,7.5,1042,484,male,25,76,6.5,8.5,6.5,7.5,7.5,7.5,457,229,FALSE
female,27,63,6.5,8,7.5,8,7.5,7.5,596,311,male,30,68,6,8,7.5,8,8.5,9,821,98,FALSE
female,25,65,6.5,7.5,7,8,7.5,7.5,1104,455,male,24,72,6,8,7.5,8,8,7.5,910,513,TRUE
female,22,67,4,7.5,7,8,7,7,359,401,male,24,67,4.5,7.5,7,7.5,7,7.5,595,198,TRUE
female,23,64,7,7.5,7.5,7.5,7.5,7.5,835,229,male,26,70,6,7.5,7.5,7.5,7.5,7.5,663,353,FALSE
female,25,68,5.5,8,7.5,8,7,7.5,1497,498,male,27,74,6,8,7.5,7.5,8,7.5,752,309,FALSE
female,28,65,6,7.5,7.5,7.5,7.5,7.5,459,284,male,30,69,6,7.5,7.5,7.5,7.5,7.5,1358,187,TRUE
female,27,62,6,7.5,7.5,7.5,7,7,762,438,male,31,68,5,7.5,7.5,7.5,7,7.5,506,219,FALSE
female,26,68,5.5,8,7.5,7.5,7.5,6,955,450,male,28,70,7,8,7.5,8,8,7.5,1621,478,FALSE
female,25,68,5.5,8,8,8,7.5,7.5,1011,338,male,25,76,5.5,8.5,7.5,7.5,7.5,7.5,1076,411,FALSE
female,23,64,5.5,8,7,8,7,7,676,416,male,24,70,6,8.5,7,8,7.5,7.5,720,305,TRUE
female,23,65,4.5,7.5,7.5,7,7.5,7.5,790,533,male,23,69,5,7.5,7,7.5,8.5,7.5,1509,465,TRUE
female,23,64,6.5,8.5,7.5,8,8.5,8,1049,454,male,23,72,6,8,8,8,8,7.5,1025,474,FALSE
female,24,61,5.5,8,7.5,8,7.5,7,1381,224,male,28,70,5.5,8,7,8,7.5,7.5,425,455,FALSE
female,24,64,7,7.5,8,7.5,7,7,1098,230,male,25,75,6,8,7,8,7.5,7,1878,230,TRUE
female,23,65,5,7.5,7.5,7.5,7.5,7,1023,599,male,24,70,4,8,7.5,8,8.5,7.5,940,451,TRUE
female,23,67,5.5,7.5,7.5,8,7,7,1001,230,male,24,71,6.5,7.5,7,8,7.5,7.5,637,393,FALSE
female,30,65,6,7.5,7.5,7.5,7.5,7.5,1560,230,male,25,69,5.5,7.5,7.5,7.5,7.5,7,499,49,FALSE
female,21,64,7,7.5,8,7.5,8,7,731,230,male,23,71,6,7.5,7.5,7.5,8,7.5,573,28,TRUE
female,25,68,6,8,8,8,7,7,1467,405,male,25,75,6,7.5,7.5,7.5,7,7.5,689,495,TRUE
female,27,65,5,7.5,7,8,7,7,798,469,male,22,71,6,7.5,7,7.5,8,7.5,372,114,FALSE
female,26,66,6.5,7.5,7.5,7.5,8,7.5,953,733,male,25,77,6.5,8,7.5,7.5,7.5,7.5,1298,497,FALSE
female,25,64,5,8.5,7,7.5,7.5,7,295,227,male,29,66,5.5,8,7,7.5,8,7.5,387,45,TRUE
female,22,66,6,8,7.5,7.5,7.5,7.5,775,230,male,24,75,6.5,8,7.5,8,8,7.5,532,230,TRUE
female,23,66,5.5,7.5,7,7.5,7.5,7.5,525,230,male,24,73,5.5,7.5,7,7.5,6.5,6.5,78,113,TRUE
female,24,67,6.5,7.5,7.5,8,7,7,1158,465,male,23,71,7.5,7.5,7.5,8,7.5,7.5,1021,218,TRUE
